stop_name	stop_lat	stop_lon
MCCOY RD AT SPENCER	40.474578	-80.070981
JANCEY ST AT HAMPTON	40.477314	-79.930489
BRIGHTON RD OPP WADLOW	40.47546	-80.030413
SPRING GARDEN AVE OPP REEKES	40.476278	-79.989595
SPRING GARDEN AVE AT REEKES	40.476298	-79.989303
CALIFORNIA AVE OPP ANTRIM	40.475316	-80.039687
BUTLER ST OPP 49TH	40.476942	-79.956912
ST CLAIR ST AT CALLOWHILL	40.477652	-79.919906
BROADWAY ST AT 13TH	40.474607	-80.079733
BROADWAY ST AT 13TH	40.474617	-80.079833
VA HOSPITAL DR AT LEECH FARM	40.478196	-79.898562
BUTLER ST AT 49TH	40.477107	-79.956984
VA HOSPITAL DR OPP LEECH FARM	40.478206	-79.898662
PENFORT ST AT #684	40.476307	-80.000464
PERRYSVILLE AVE AT #3000	40.476079	-80.012246
PERRYSVILLE AVE OPP #3000	40.476095	-80.012454
STANTON AVE OPP KEYSTONE	40.47728	-79.954172
LEECH FARM RD AT ARMORY	40.478344	-79.900521
STANTON AVE AT KEYSTONE	40.477362	-79.953907
LEECH FARM RD OPP ARMORY	40.478396	-79.900543
MT TROY RD AT #4028	40.476773	-79.987626
STANTON AVE OPP HOLMES	40.477442	-79.952895
MCCOY RD AT SHAW FS	40.475167	-80.069321
STANTON AVE OPP 52ND	40.477491	-79.950456
VA HOSPITAL DR AT BLDG #7 (CAFETERIA)	40.478587	-79.892508
MCCOY RD AT #208	40.475185	-80.069315
VA HOSPITAL DR AT BLDG #6 (SHELTER)	40.478598	-79.892618
MT TROY RD AT PIEFFERS STORE	40.476802	-79.987736
MCCOY RD OPP SHAW	40.475195	-80.069415
VA HOSPITAL DR AT BLDG #8	40.478609	-79.892728
STANTON AVE OPP DUNCAN	40.477501	-79.951861
LEECH FARM RD AT SHUMAN CENTER DR	40.478452	-79.901696
BROADWAY ST AT 14TH	40.475009	-80.080757
BROADWAY ST AT 14TH	40.475019	-80.080857
STANTON AVE AT DUNCAN	40.477577	-79.95164
STANTON AVE AT 52ND	40.47764	-79.950392
STANTON AVE AT #5012	40.47798	-79.932782
STANTON AVE AT #5013	40.477985	-79.932642
HIGHLAND AVE AT BUNKERHILL	40.478301	-79.916205
STANTON AVE OPP STEPS FS	40.477713	-79.947585
STANTON AVE AT HOLMES	40.477619	-79.952697
EAST ST OPP MILROY	40.476624	-80.006698
BUNKERHILL ST AT HIGHLAND	40.47839	-79.916302
STANTON AVE AT STEPS	40.477806	-79.947521
HECKLE RD AT PINE HOLLOW	40.474918	-80.095905
PINE HOLLOW RD AT DYKES AUTO PARTS	40.475097	-80.087683
CALIFORNIA AVE AT RANKIN	40.476061	-80.039778
BROADWAY ST AT 15TH	40.475257	-80.081655
BROADWAY ST AT 15TH	40.475267	-80.081755
EAST ST AT MILROY	40.47676	-80.007012
PENFORT ST AT MT PLEASANT	40.476911	-79.99956
STANTON AVE AT CARNEGIE	40.477779	-79.954731
SHUMAN CENTER DR AT LEECH FARM	40.478795	-79.902084
ISLAND AVE OPP MCCOY	40.475684	-80.065125
SPRING GARDEN AVE OPP GEYER	40.477115	-79.993494
BUTLER ST OPP 50TH	40.477836	-79.956072
PINE HOLLOW RD OPP DYKES AUTO PARTS	40.475261	-80.087344
CALIFORNIA AVE OPP RANKIN	40.476254	-80.039995
BRIGHTON RD AT WOODS RUN	40.476425	-80.031596
VA HOSPITAL DR AT ADMINISTRATION BLDG	40.479026	-79.896265
MCCOY RD AT DUNN	40.475644	-80.072601
SPRING GARDEN AVE AT GEYER	40.477228	-79.993698
MCCOY RD OPP DUNN	40.475671	-80.072843
MELLON TERRACE AT MELLON	40.478633	-79.920367
STANTON AVE OPP MCCANDLESS	40.478117	-79.949049
MT PLEASANT RD AT PENFORT	40.477164	-79.999754
BRIGHTON RD AT WOODS RUN	40.47657	-80.03184
STANTON AVE AT MCCANDLESS	40.478201	-79.94884
PINE HOLLOW RD AT MCCOY	40.475328	-80.096608
PINE HOLLOW RD AT KENNEDY RESTAURANT	40.475618	-80.084003
GRANT AVE AT EAST OHIO	40.477876	-79.96954
PINE HOLLOW RD OPP KENNEDY RESTAURANT	40.475628	-80.084113
STANTON AVE OPP #4233	40.478359	-79.94484
PINE HOLLOW RD AT BROADWAY	40.475655	-80.083436
STANTON AVE AT BUTLER FS	40.478206	-79.955569
BROADWAY ST AT PINE HOLLOW	40.475742	-80.083503
GRANT AVE AT #114	40.478008	-79.969697
EUCLID AVE AT BUNKERHILL	40.478997	-79.917749
STANTON AVE AT #4243	40.47851	-79.944774
FAIRHAVEN RD OPP KENMAWR PLAZA ENT	40.475485	-80.099209
FAIRHAVEN RD AT KENMAWR PLAZA ENT (SHELTER)	40.47549	-80.0993
STANTON AVE AT BUTLER	40.478351	-79.955569
MT PLEASANT RD OPP HAZLETT	40.47751	-80.000289
EAST OHIO ST AT GRANT (MILLVALE)	40.478122	-79.968983
ST CLAIR ST AT BUNKER HILL APTS	40.479094	-79.919001
BUTLER ST AT 51ST (STANTON)	40.478414	-79.95515
MT PLEASANT RD AT #613	40.477667	-80.000414
MELLON TERRACE AT RESERVOIR TERMINUS	40.479192	-79.92128
FOREST GROVE RD AT STARLING	40.475726	-80.098755
CHISLETT ST AT BRYANT	40.47907	-79.92879
FOREST GROVE RD AT FAIRHAVEN	40.475743	-80.099501
CARNEGIE ST AT #5132	40.478624	-79.954266
MT PLEASANT RD AT HAZLETT	40.477738	-80.000469
EAST OHIO ST OPP LINCOLN FS	40.478377	-79.96885
GRANT AVE AT SCHOOL	40.4784	-79.97044
CALIFORNIA AVE AT CHIDELL	40.477106	-80.04008
MELLON ST AT BUNKERHILL	40.479451	-79.918714
BUNKERHILL ST OPP ST CLAIR NS	40.479467	-79.918597
SHADELAND AVE AT STOKES	40.47729	-80.033584
FOREST GROVE RD AT LAB CORP SQUARE	40.47595	-80.10149
MT TROY RD AT FORNOFF	40.47826	-79.986056
SHADELAND AVE AT HARBISON FS	40.477357	-80.033449
MELLON TERRACE AT NEGLEY	40.479511	-79.922239
BUNKERHILL ST AT MELLON	40.47958	-79.919574
JANCEY ST AT BRYANT	40.479416	-79.929805
MELLON ST AT BUNKERHILL	40.479622	-79.919696
MT TROY RD AT FORNOFF	40.47837	-79.986304
GRANT AVE AT SHERIDAN	40.478691	-79.970805
CALIFORNIA AVE OPP CHIDELL	40.477355	-80.040298
STANTON AVE AT WOODBINE FS	40.479313	-79.943609
STANTON AVE AT UPVIEW	40.47932	-79.943802
SPRING GARDEN AVE OPP RON'S TAVERN (#3253)	40.478397	-79.994873
SPRING GARDEN AVE AT RON'S TAVERN (#3254)	40.478473	-79.994918
VA HOSPITAL DR AT BLDG #2	40.48041	-79.893798
MELLON ST OPP BUNKERHILL	40.479931	-79.919731
MT PLEASANT RD AT CHICAGO	40.47846	-80.000672
PERRYSVILLE AVE AT MARSHALL RD	40.478313	-80.012127
PERRYSVILLE AVE AT WATSON BLVD	40.478336	-80.011949
MCCOY RD AT #1044	40.476651	-80.09675
ISLAND AVE OPP TUNNEL WAY	40.47728	-80.066232
MCCOY RD AT #1044	40.47671	-80.096873
MT PLEASANT RD AT CHICAGO	40.478686	-80.001208
PERRYSVILLE AVE OPP WATSON	40.47848	-80.01221
CALIFORNIA AVE AT FALCK	40.477944	-80.040349
GRANT AVE AT SHERMAN	40.479285	-79.9719
GRANT AVE AT SHERMAN	40.479302	-79.972162
ISLAND AVE AT TUNNEL WAY	40.477477	-80.066457
BRIGHTON RD AT HARBISON	40.478186	-80.031144
CARNEGIE ST AT 52ND	40.479735	-79.953634
CALIFORNIA AVE OPP FALCK	40.478089	-80.040527
BRIGHTON RD AT HARBISON	40.47835	-80.03127
EVERGREEN RD OPP BENNETT	40.479597	-79.968379
EVERGREEN RD AT BENNETT	40.479612	-79.968728
SHUMAN CENTER DR AT MAIN BLDG	40.480856	-79.903095
ALLEGHENY RIVER BLVD AT NADINE	40.481399	-79.876297
SHADELAND AVE AT #3440	40.4784	-80.033785
SHADELAND AVE AT #3453	40.478471	-80.033947
MCCOY RD OPP #172	40.477708	-80.075328
MT TROY RD AT KINKURA	40.479458	-79.987692
MT TROY RD AT KINKURA	40.479484	-79.987592
ALLEGHENY RIVER BLVD OPP NADINE	40.481598	-79.875998
STANTON AVE AT #4340	40.480404	-79.942445
STANTON AVE AT ORANMORE	40.48055	-79.934887
MCCOY RD AT #172	40.477822	-80.075289
MCCOY RD AT S VIREO	40.477434	-80.095408
STANTON AVE AT STANTON CT EAST	40.48065	-79.934802
CHISLETT ST OPP VETTER	40.480789	-79.928221
ALLEGHENY RIVER BLVD OPP #4574	40.481853	-79.871135
STANTON AVE AT #4343	40.480527	-79.942476
BUTLER ST AT 52ND	40.480303	-79.954458
MCCOY RD AT NORTH VIREO	40.477583	-80.095251
52ND ST AT BUTLER	40.480411	-79.954364
GRANT AVE AT BLACK	40.480071	-79.973554
ALLEGHENY RIVER BLVD AT #4574	40.482023	-79.871184
GRANT AVE AT BLACK	40.480119	-79.97338
BUTLER ST AT 52ND	40.480527	-79.95446
STANTON AVE OPP STANTON CT WEST	40.480882	-79.936171
EVERGREEN RD OPP SHERIDAN	40.480301	-79.969511
EVERGREEN RD AT SHERIDAN	40.480311	-79.969899
STANTON AVE AT STANTON CT WEST	40.480958	-79.935977
JANCEY ST AT VETTER	40.481096	-79.929259
MCCOY RD AT GREENWOOD	40.477938	-80.094165
FOREST GROVE RD AT #1764 (PLAZA)	40.47779	-80.10277
PERRYSVILLE AVE AT DELAWARE	40.479614	-80.011696
MT PLEASANT RD OPP #400	40.479808	-80.001922
CALIFORNIA AVE AT FAIRLEE	40.479056	-80.0409
FOREST GROVE RD AT MIDWAY	40.477823	-80.10289
FOREST GROVE RD OPP MIDWAY	40.477867	-80.102742
OHIO RIVER BLVD AT MCKEES ROCKS BRIDGE	40.479078	-80.043489
ALLEGHENY RIVER BLVD OPP RIVER'S EDGE INN	40.482415	-79.869118
STANTON AVE OPP HAWTHORNE	40.481167	-79.937277
MCCOY RD OPP GREENWOOD	40.478099	-80.093956
PERRYSVILLE AVE OPP DELAWARE	40.479781	-80.011958
ALLEGHENY RIVER BLVD AT RIVER'S EDGE INN	40.482532	-79.869094
SHADELAND AVE AT #3475	40.479445	-80.034282
STANTON AVE OPP MCCABE	40.481379	-79.937632
OHIO RIVER BLVD OPP MCKEES ROCKS BRIDGE FS	40.4794	-80.043492
SPRING GARDEN AVE AT FIRE HOUSE (#3367)	40.480347	-79.996031
SHADELAND AVE AT GERBER FS	40.479631	-80.03419
BRIGHTON RD AT ACACIA	40.479713	-80.031062
BRIGHTON RD OPP ACACIA	40.479733	-80.031255
MT PLEASANT RD AT #384	40.480369	-80.001991
GRANT AVE AT NORTH	40.480933	-79.974868
SPRING GARDEN AVE AT MT PLEASANT	40.48056	-79.996157
NORTH AVE AT GRANT	40.480973	-79.974995
EVERGREEN RD AT BUTLER	40.481069	-79.97198
ONE WILD PLACE OPP EDUCATION CENTER	40.482062	-79.91973
SPRING GARDEN AVE AT #3364	40.480609	-79.996045
MCCOY RD OPP FAIRVIEW	40.478702	-80.09241
STANTON AVE AT WOODBINE	40.481722	-79.939481
STANTON AVE AT WOODBINE FS	40.481746	-79.939135
BUTLER ST AT MCCANDLESS	40.481503	-79.953461
STANTON AVE AT MCCANDLESS FS	40.481818	-79.940897
CALIFORNIA AVE AT DAVIS	40.479893	-80.040944
ONE WILD PLACE AT EDUCATION CENTER	40.482243	-79.919799
STANTON AVE OPP MCCANDLESS NS	40.481855	-79.94065
PLEASANT RIDGE RD OPP OAK	40.47927	-80.073732
BUTLER ST AT MCCANDLESS	40.481674	-79.953431
ISLAND AVE OPP #1179	40.479452	-80.067603
ISLAND AVE AT #1179	40.47948	-80.067752
CHISLETT ST AT VILLANOVA	40.482227	-79.927739
ALLEGHENY RIVER BLVD AT #4751	40.483569	-79.864201
SPRING GARDEN AVE OPP MT PLEASANT	40.481078	-79.996465
NORTH AVE AT LINCOLN	40.48155	-79.974302
MCCOY RD AT JEFFERSON	40.479518	-80.078445
OVERLOOK PLACE AT PLEASANT RIDGE FS	40.479621	-80.075021
JANCEY ST AT VILSACK	40.482508	-79.928806
BUTLER ST AT 53RD	40.482072	-79.952701
ALLEGHENY RIVER BLVD OPP #4751	40.483737	-79.864142
MT TROY RD AT BAUN	40.481456	-79.989298
MCCOY RD AT ROSSI	40.479416	-80.092401
BUTLER ST OPP 53RD	40.482172	-79.952801
JEFFERSON DR AT MCCOY	40.47971	-80.078509
MCCOY RD OPP JEFFERSON	40.479766	-80.078712
MT PLEASANT RD AT BEECH	40.481309	-80.002645
MCCOY RD OPP NEVILLE	40.479705	-80.083941
PERRYSVILLE AVE OPP #3358	40.481122	-80.01355
PERRYSVILLE AVE AT #3358	40.481172	-80.013375
PLEASANT RIDGE RD AT COMMUNITY CENTER	40.479952	-80.07642
MCCOY RD AT NEVILLE FS	40.47981	-80.083934
BRIGHTON RD AT STANFORD	40.480848	-80.032286
PLEASANT RIDGE RD AT SENIOR HIGHRISE	40.47999	-80.076227
FOREST GROVE RD AT ST MALACHY CHURCH	40.479487	-80.103959
FOREST GROVE RD AT MUNICIPAL BLDG (DIEBOLD)	40.479547	-80.10418
MCCOY RD AT AL SMITH	40.47993	-80.085491
MCCOY RD AT HESTER	40.479981	-80.082977
WASHINGTON BLVD AT ALLEGHENY RIVER BLVD	40.48338	-79.908181
BRIGHTON RD AT SIMEN	40.481012	-80.032907
OVERLOOK PLACE AT HEMLOCK	40.480264	-80.074008
NORTH AVE AT FREMONT	40.482244	-79.973825
ALLEGHENY RIVER BLVD AT #4829	40.484395	-79.860809
MCCOY RD AT LENORE	40.480074	-80.085819
BRIGHTON RD AT SIMON	40.481134	-80.032792
BUTLER ST AT 54TH	40.482732	-79.951284
WASHINGTON BLVD AT ALLEGHENY RIVER BLVD	40.483585	-79.907814
ALLEGHENY RIVER BLVD AT #4847	40.484514	-79.859759
MT TROY RD OPP RIDGELAWN CEMETERY ENT	40.482149	-79.989516
PLEASANT RIDGE RD OPP OVERLOOK	40.480531	-80.07333
MCCOY RD AT #933	40.480247	-80.087745
ALLEGHENY RIVER BLVD OPP #4827	40.484642	-79.859627
MCCOY RD AT #934	40.480271	-80.087381
MT PLEASANT RD AT NORTHVIEW HTS SCHOOL	40.481956	-80.003038
BUTLER ST AT 54TH	40.482969	-79.951135
SHADELAND AVE AT DAVIS FS	40.481402	-80.03487
ISLAND AVE OPP KENNEDY FS	40.480818	-80.068562
SHADELAND AVE AT DAVIS	40.481494	-80.034772
MCCOY RD OPP WARBLER	40.480385	-80.091039
ISLAND AVE AT KENNEDY	40.480835	-80.0687
MCCOY RD AT KENNEDY (EWING)	40.480414	-80.089627
MCCOY RD AT SHAFTER	40.480676	-80.079098
MCCOY RD AT EWING FS	40.480476	-80.089478
EAST ST AT MT PLEASANT	40.482151	-80.005882
MCCOY RD AT WARBLER	40.48047	-80.0909
MT PLEASANT RD AT #305	40.482233	-80.003173
BRIGHTON RD AT DAVIS	40.481665	-80.033753
MCCOY RD AT HILLCREST	40.480783	-80.079267
SANDY CREEK RD AT ALLEGHENY RIVER BLVD	40.485068	-79.856581
ALLEGHENY RIVER BLVD AT SANDY CREEK	40.485082	-79.856986
OHIO RIVER BLVD AT MILLERTON	40.481502	-80.045936
MCCOY RD AT #723	40.480804	-80.081349
BRIGHTON RD AT DAVIS	40.481747	-80.034173
OHIO RIVER BLVD OPP MILLERTON	40.481512	-80.046211
EAST ST OPP MT PLEASANT	40.482365	-80.006046
CALIFORNIA AVE AT TERMON	40.48169	-80.041526
CALIFORNIA AVE AT TERMON FS	40.481698	-80.041659
BUTLER ST AT 55TH	40.483493	-79.949961
MCCOY RD AT #724	40.480922	-80.08123
SHOP-N-SAVE (LAWRENCEVILLE) AT STORE FRONT	40.483553	-79.948779
MT PLEASANT RD AT EAST	40.482467	-80.005836
ALLEGHENY RIVER BLVD OPP SANDY CREEK	40.485339	-79.856654
MT PLEASANT RD AT EAST ST FS	40.48254	-80.006024
BUTLER ST AT 55TH	40.483664	-79.949895
EVERGREEN RD AT #476	40.483289	-79.972198
TERMON AVE AT CALIFORNIA FS	40.481965	-80.041317
BRIGHTON RD AT PEMBERTON	40.482103	-80.034503
EVERGREEN RD OPP #476	40.483394	-79.971734
SHOP-N-SAVE DRVWY(EXIT) AT 56TH	40.483858	-79.947833
TERMON AVE AT CALIFORNIA	40.482062	-80.041397
CHISLETT ST OPP MARTHA	40.484288	-79.92707
FOREST GROVE RD AT #324 (FLAMINGO LANDSCAPE)	40.4808	-80.10626
NORTH AVE AT ELIZABETH	40.483447	-79.972855
PERRYSVILLE AVE OPP #3418	40.482722	-80.013542
TERMON AVE AT FLEMING FS	40.482213	-80.039946
FOREST GROVE RD AT MIDDLETOWN-CORAOPOLIS	40.480966	-80.106157
ISLAND AVE OPP STOWE MUNIC BLDG	40.481743	-80.069373
TERMON AVE OPP FLEMING	40.48234	-80.039819
COLBY ST AT MT PLEASANT FS	40.48317	-80.004039
ISLAND AVE AT STOWE MUNIC BLDG	40.481876	-80.069621
BUTLER ST AT 56TH	40.484322	-79.948072
MT TROY RD AT #3220	40.483503	-79.991277
NORTH AVE AT ELIZABETH	40.483866	-79.973233
PERRYSVILLE AVE AT #3436	40.483124	-80.012941
COLBY ST AT MT PLEASANT	40.483351	-80.004047
BUTLER ST AT 56TH	40.484471	-79.948033
MT TROY RD OPP #3220	40.483699	-79.991538
JANCEY ST AT MARTHA	40.484922	-79.927829
TERMON AVE AT BRIGHTON	40.482994	-80.0355
BRIGHTON RD AT TERMON	40.483008	-80.03531
CALIFORNIA AVE AT COOPER	40.482917	-80.041128
TERMON AVE AT BRIGHTON FS	40.483069	-80.035686
BRIGHTON RD AT TERMON	40.483111	-80.035526
ZOO CIRCLE DR AT TERMINUS (ENTRANCE GATE)	40.485354	-79.921066
CHISLETT ST AT GREENWOOD	40.485302	-79.925816
FOREST GROVE RD AT SPEER	40.481783	-80.109724
BUTLER ST AT 57TH	40.485096	-79.946305
COLBY ST AT AMES	40.48403	-80.004151
COLBY ST OPP AMES	40.48409	-80.003869
BUTLER ST AT SUNOCO	40.485258	-79.946297
BUTLER ST AT 57TH	40.485263	-79.946197
CALIFORNIA AVE AT MARMADUKE	40.483456	-80.041131
FREEPORT RD OPP PIER 1 (WATERWORKS)	40.4865	-79.888557
EVERGREEN RD OPP FRIDAY	40.484949	-79.971973
PERRYSVILLE AVE AT WATSON BLVD	40.484185	-80.013384
HERBST RD AT FOREST GROVE	40.482219	-80.111872
GREENWOOD ST AT JANCEY	40.485887	-79.926413
FREEPORT RD AT MAIN ENTRANCE (WATERWORKS)	40.486594	-79.889822
FREEPORT RD OPP KING'S (WATERWORKS)	40.486592	-79.889948
JANCEY ST AT GREENWOOD	40.486009	-79.926482
NORTH AVE AT KLOPFER	40.485137	-79.972948
FREEPORT RD AT KING'S (WATERWORKS)	40.486679	-79.892765
PERRYSVILLE AVE AT RIVERVIEW	40.484353	-80.014894
FREEPORT RD OPP MAIN ENTRANCE WATERWORKS	40.486714	-79.892603
REGULUS ST AT COLBY	40.484626	-80.004623
PERRYSVILLE AVE OPP RIVERVIEW	40.484435	-80.014483
FREEPORT RD AT PIER 1 (WATERWORKS)	40.48686	-79.888557
ISLAND AVE OPP HAMBURG BROS	40.483345	-80.071165
ISLAND AVE AT HAMBURG BROS	40.48338	-80.071027
MT TROY RD OPP GARDENVIEW	40.484943	-79.991875
MT TROY RD AT GARDENVIEW	40.484965	-79.99198
BUTLER ST AT #5770 (CAR WASH)	40.485888	-79.944118
MT TROY RD AT #3434	40.484976	-79.99188
COLBY ST AT REGULUS	40.484772	-80.004687
EVERGREEN RD OPP KLOPFER	40.485489	-79.972145
BRIGHTON RD AT BENTON	40.484281	-80.035721
SIRIUS ST AT #3517	40.484868	-80.005834
EVERGREEN RD AT KLOPFER	40.485536	-79.97237
FREEPORT RD AT BP PROCARE (#1050)	40.487206	-79.884829
FREEPORT RD OPP BUSY BEAVER NS	40.487327	-79.883955
BUTLER ST AT #6012	40.486223	-79.943166
BRIGHTON RD AT BENTON	40.484435	-80.035963
SPRING GARDEN AVE AT #3681	40.485226	-79.997155
FREEPORT RD AT DOLLAR BANK FS (WATERWORKS)	40.487354	-79.885054
EAST ST OPP VENTURE	40.484997	-80.009391
MIDDLETOWN RD AT DOROTHY	40.483053	-80.107209
FREEPORT RD AT FOX CHAPEL (OLD FREEPORT)	40.487429	-79.88304
FREEPORT RD OPP #1050	40.487406	-79.884286
OLD FREEPORT RD AT MARINA	40.487541	-79.87953
FREEPORT RD OPP ST MARGARET'S DR	40.487264	-79.895695
COLBY ST OPP #3519	40.485188	-80.004871
BUTLER ST OPP #6002	40.486376	-79.943132
EAST ST AT VENTURE FS	40.485112	-80.009782
PERRYSVILLE AVE AT CHERRYFIELD	40.485004	-80.015522
CALIFORNIA AVE AT BENTON FS	40.484548	-80.040611
PERRYSVILLE AVE OPP CHERRYFIELD	40.48506	-80.0157
SPRING GARDEN AVE OPP #3681	40.485496	-79.997186
ST MARGARET'S DR AT FREEPORT	40.48748	-79.895603
JANCEY ST AT #1853	40.486978	-79.925457
ONE WILD PLACE AT WASHINGTON	40.487172	-79.917858
ISLAND AVE AT ORR FS	40.48418	-80.07241
WATERWORKS MALL OPP GIANT EAGLE	40.487633	-79.893775
FREEPORT RD AT FOX CHAPEL NS (PLAZA DRVWY)	40.4879	-79.880303
JANCEY ST AT #1842	40.487079	-79.925184
WATERWORKS MALL OPP A T & T	40.487787	-79.888069
WATERWORKS MALL AT GIANT EAGLE	40.487691	-79.893946
FREEPORT RD AT #1150	40.488045	-79.879387
WATERWORKS MALL AT A T & T	40.487917	-79.888069
WATERWORKS MALL OPP WALMART	40.487907	-79.88932
BUTLER ST AT #6036	40.486961	-79.941079
ISLAND AVE OPP ORR	40.484455	-80.07259
FREEPORT RD OPP #1150	40.488192	-79.879376
WATERWORKS MALL AT WALMART	40.488014	-79.889311
FREEPORT RD AT INTEGRA BANK FS	40.4882	-79.879317
BAKER ST OPP GALLATIN	40.487418	-79.921918
BUTLER ST OPP #6036	40.487079	-79.941136
FREEPORT RD AT DELAFIELD-NO STOP	40.487895	-79.897653
MT TROY RD AT #3432	40.48612	-79.991824
CALIFORNIA AVE OPP PERROTT FS	40.485155	-80.041814
BAKER ST AT GALLATIN	40.487478	-79.921724
OLD FREEPORT RD AT POST OFFICE	40.488353	-79.875653
BAKER ST AT BALLARD WAY	40.487534	-79.920274
FREEPORT RD AT DELAFIELD FS	40.487995	-79.897771
COLBY ST AT FABER	40.485951	-80.005213
CALIFORNIA AVE AT PERROTT	40.485266	-80.041779
WATERWORKS MALL OPP BED BATH & BEYOND	40.488184	-79.890211
MIDDLETOWN RD AT #28	40.484052	-80.106983
ST MARGARET'S DR OPP SERVICES BUILDING	40.488183	-79.89503
BAKER ST AT BUTLER	40.487758	-79.920015
BUTLER ST OPP 62ND ST BRIDGE	40.48744	-79.93972
BAKER ST AT CHISLETT	40.487765	-79.923426
BUTLER ST OPP BAKER	40.487869	-79.919897
PERRYSVILLE AVE AT DUNLAP	40.48603	-80.015903
BUTLER ST AT BAKER	40.487872	-79.920353
BAKER ST AT #7207	40.487851	-79.923329
JANCEY ST AT #1901	40.487847	-79.924756
COLBY ST AT FABER-NO STOP	40.486309	-80.005101
BUTLER ST OPP 62ND ST LOOP (#6076)	40.487575	-79.939574
OLD FREEPORT RD AT #1380	40.488849	-79.872972
JANCEY ST AT BAKER	40.487891	-79.924557
HERBST RD AT #19	40.484222	-80.112419
WATERWORKS MALL AT WINE & SPIRIT	40.488542	-79.890646
FREEPORT RD OPP S OAKHILL	40.488798	-79.876968
FREEPORT RD AT VIRGINIA FS	40.488412	-79.899234
EAST ST AT EVERGREEN-NO STOP	40.486311	-80.009772
BUTLER ST AT 62ND ST LOOP	40.487731	-79.939884
62ND ST LOOP AT SHELTER	40.487741	-79.939704
ISLAND AVE AT FLEMING	40.48513	-80.073577
62ND ST LOOP AT TERMINUS	40.487751	-79.939804
FREEPORT RD AT S OAK HILL	40.488955	-79.876965
EVERGREEN RD OPP JOHN	40.487176	-79.972618
BRIGHTON RD OPP ST CYRIL'S SCHOOL	40.485949	-80.036616
BUTLER ST AT GALLATIN	40.48817	-79.921706
ISLAND AVE OPP FLEMING	40.485212	-80.073932
BRIGHTON RD AT ST CYRIL'S SCHOOL	40.485987	-80.036474
EVERGREEN RD AT JOHN	40.487268	-79.972764
WATERWORKS MALL OPP MARSHALL'S	40.488809	-79.892058
EAST ST AT EVERGREEN FS	40.486604	-80.00993
EAST ST OPP EVERGREEN	40.486601	-80.010093
FREEPORT RD OPP E OAK HILL	40.489173	-79.875214
FREEPORT RD OPP BRILLIANT FS	40.488714	-79.900981
BUTLER ST AT #6130	40.488043	-79.938029
WATERWORKS MALL AT MARSHALL'S	40.488915	-79.891994
BUTLER ST AT 62ND ST BRIDGE FS	40.488153	-79.938087
FREEPORT RD AT BRILLIANT	40.488876	-79.900976
FREEPORT RD AT E OAK HILL	40.489357	-79.874984
FREEPORT RD AT JB FAY (#1372)	40.489419	-79.873673
PERRYSVILLE AVE AT RICHEY	40.486719	-80.016125
CALIFORNIA AVE AT #3941	40.486217	-80.043556
BRIGHTON RD OPP VIRUTH	40.486365	-80.036609
BUTLER ST AT #7122	40.488554	-79.923373
CALIFORNIA AVE AT CHELLIS	40.486255	-80.043308
BRIGHTON RD AT VIRUTH	40.486428	-80.03683
BUTLER ST OPP #7122	40.488622	-79.923215
FREEPORT RD OPP JB FAY (#1372)	40.489538	-79.874308
MT TROY RD OPP MT TROY FLORAL	40.487405	-79.99188
ST MARGARETS DR OPP REAR PARKING LOT	40.489288	-79.894485
ST MARGARETS DR AT REAR PARKING LOT	40.489319	-79.894587
FREEPORT RD AT FOX CHAPEL AUTHORITY	40.489757	-79.871763
OHIO RIVER BLVD OPP KENDALL	40.48631	-80.054187
OHIO RIVER BLVD AT KENDALL	40.486325	-80.053925
FREEPORT RD OPP OLD FREEPORT	40.489792	-79.873017
MT TROY RD AT MT TROY FLORAL (#3467)	40.487553	-79.992008
EVERGREEN RD AT #722	40.487937	-79.972578
EVERGREEN RD AT FREDERICK	40.488069	-79.972713
SPRING GARDEN AVE OPP #3851	40.487601	-79.99742
BUTLER ST AT LIVONIA	40.488811	-79.935894
FREEPORT RD OPP EASTERN	40.489471	-79.903694
HERBST RD AT BOSTIAN	40.485413	-80.113082
FREEPORT RD AT OLD FREEPORT	40.490159	-79.870284
FREEPORT RD AT EASTERN	40.489548	-79.903426
BUTLER ST OPP LIVONIA	40.488972	-79.935844
KENDALL AVE AT CEDAR	40.486685	-80.053679
BRIGHTON RD AT KLEBER	40.487003	-80.037899
BUTLER ST AT #6836	40.48917	-79.926046
PERRYSVILLE AVE AT SEMICIR	40.487436	-80.016347
OLD FREEPORT TERMINUS AT FREEPORT	40.490219	-79.86984
BRIGHTON RD AT KLEBER	40.487044	-80.037396
SPRING GARDEN AVE AT #3851	40.487874	-79.99741
BUTLER ST OPP #6836	40.489244	-79.92596
BUTLER ST AT MORNINGSIDE STEPS	40.489261	-79.931498
OHIO RIVER BLVD AT GRANT	40.486887	-80.054886
ST MARGARET'S DR AT SERVICES BUILDING	40.489982	-79.894254
EAST ST AT GOULD	40.487765	-80.012221
BRIGHTON RD OPP PENNOCK	40.487253	-80.039263
BUTLER ST OPP MORNINGSIDE STEPS	40.489338	-79.931685
EAST ST AT #3616	40.487816	-80.011426
BUTLER ST AT #6720	40.489458	-79.927876
CALIFORNIA AVE OPP WINHURST	40.487225	-80.045124
BRIGHTON RD AT PENNOCK	40.487366	-80.039048
CALIFORNIA AVE AT WINHURST	40.48727	-80.044896
